,id,burnout60,area,gender,age,wduration_y,earning1,earning2_r,wtime_r,woutside4_a,wtime_length5,age_group,emp_period_group,wtime_group,compsize_group,woutside_group,compsize_group_a,wday_week_group_a,woutside4_group_a,occ_t2_group_a,earning2_group_b,occ_group_a,emp_stat,emp_con_term,emp_keep,emp_own_mgmt,emp_fptime,emp_wage,emp_stat_sp,income_pos_a,income_pos_b,income_pos_c,income_pos_d,income_pos_e,income_pos_f,income_pos_g,income_pos_h,income_pos_i,income_pos_j,emp_place,emp_suggest_a,emp_suggest_b,emp_boss_gender,emp_manaqual_a,emp_manaqual_b,emp_manaqual_c,emp_manaqual_d,emp_manaqual_e,emp_comp_ass_a,emp_comp_ass_b,emp_comp_ass_c,emp_comp_ass_d,emp_comp_ass_e,emp_comp_ass_f,emp_rep,emp_winflu_a,emp_winflu_b,emp_winflu_c,emp_tra_b,emp_tra_c,emp_tra_d,wsector,comp_size_a,comp_size_b,comp_female,comp_sjob,ch_tech,ch_me,ch_ps,imte1,imte2,imte3,imte4,imte5,safeinform,wsituation1,wsituation2,wsituation3,wsituation4,wsituation5,wsituation11,wsituation6,wsituation7,wsituation,wsituation.1,wsituation10,wsituation12,wsituation13,wsituation14,wstat1,wstat2,wstat3,wstat4,wstat5,wstat6,wstat7,emo_manual,asb5,asb6,asb7,disc1,disc5,disc,disc10,disc11,disc6,disc7,disc.1,disc2,disc3,disc4,wtime_con1,wday,wday_week,ctime,wtime_night_a,wtime_sun_a,wtime_sat_a,wtime_long_a,wtime_night2,wtime_night3,wtime_resilience,wtime_arr_a,wtime_ftwork,wtime_ftcomtool,wtime_private,hazard_phy_b,hazard_erg_a,hazard_erg_b,hazard_erg_c,hazard_erg_d,hazard_erg_e,winten2_a,winten2_b,winten1_a,winten1_b,decla_a,decla_b,decla_c,winten3_a,winten3_b,winten3_c,winten3_d,winten3_e,winterrupt1,weng1,weng2,weng3,weng4,weng5,condim1,condim2,condim3,condim4,condim5,condim6,ass_cust1,alter_task1,wteam1,satisfaction,wplace4,wplace3,wplace2,wplace1,wpalce_ch,wtime_length1,wtime_length2,wtime_length3,wtime_length4,job1,wtime,wtime_week,wbalance,wwa1,wwa2,wwa3,wwa4,wwa5,heal_risk,heal_abs1,heal_wsick1,asb1,asb2,asb3,asb4,heal_aff,heal_cond,heal_illhe,heal_lim1,heal_prob1,heal_prob2,heal_prob3,heal_prob4,heal_prob5,heal_prob6,heal_prob8,sleep1,sleep2,sleep3,who1,who2,who3,who4,who5,woutside3,woutside4,woutside5,income_con,income_bal,edu,marital,children,panel_survey,ind,ind2,occ,occ2,earning1_r,ptime_r,comp_sizea_r,comp_sizeb_r,stratification,district,household,target,mode,hh_num,eli_num,hm_01_gender,hm_01_year,hm_01_estat,hm_01_rel_t
12480,1244105_1,lv1,14,1,45,5,250,3,40.0,1,2,4,4,2,7,0,2,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,7.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,1,2.0,2.0,2.0,2.0,1.0,2.0,2,1,2,2,3.0,3,3.0,2.0,1,2,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,7.0,3,4,7.0,5.0,4.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3,3,2,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,5,4,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,2,3.0,3.0,5.0,5.0,1.0,3.0,6.0,1.0,1.0,2,10,61,3,311,250,40.0,7.0,7,3601,13852,1244105,1,1,2,2,1,1978,2,0
12481,1244105_2,lv1,14,2,39,5,220,3,40.0,1,2,3,4,2,1,0,1,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,2.0,3,2.0,1.0,2,2,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,5,3.0,7.0,7,1,7.0,6.0,5.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3,3,2,3,3,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,4,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,3,4,3,3.0,1.0,5.0,5.0,3.0,3.0,6.0,1.0,1.0,2,6,42,3,313,220,40.0,3.0,3,3601,13852,1244105,2,1,2,2,1,1978,2,0
12482,1244107_1,lv1,14,1,41,6,400,5,40.0,1,2,4,4,2,6,0,2,2,1,2,5,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,6.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2,1,2.0,2.0,2.0,2.0,2.0,3.0,2,3,2,3,3.0,4,2.0,1.0,2,2,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,6.0,2,3,7.0,5.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2,2,2,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,5,4,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,4,3.0,4.0,5.0,5.0,1.0,3.0,6.0,1.0,1.0,2,3,25,3,312,400,40.0,6.0,6,3601,13852,1244107,1,1,1,1,1,1982,2,0
12483,1244114_1,lv1,14,2,45,8,200,3,40.0,1,2,4,4,2,4,0,1,2,1,2,3,5,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2,1,2.0,2.0,2.0,1.0,4.0,2.0,2,3,2,2,3.0,3,2.0,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,3.0,1,5,6.0,5.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2,3,2,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,4,4,4,3,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,4,3.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,2,7,46,7,710,200,40.0,4.0,4,3601,13853,1244114,1,1,3,1,2,1978,2,0
12484,1244120_1,lv1,14,1,33,2,270,3,40.0,1,2,3,2,2,1,0,1,2,1,1,3,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,2.0,1.0,4.0,2.0,2,2,3,2,3.0,3,2.0,1.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,4,3.0,7.0,4,4,7.0,1.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2,3,3,3,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,2,3,3,3,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,4,3.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,2,7,46,8,873,270,40.0,3.0,3,3601,13853,1244120,1,1,4,1,1,1990,2,0
12485,1244123_3,lv1,14,1,30,6,300,4,40.0,1,2,2,4,2,1,0,1,2,1,2,4,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2,1,2.0,2.0,2.0,2.0,1.0,2.0,2,2,3,3,3.0,3,2.0,1.0,2,2,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,4.0,5.0,5,3.0,7.0,6,1,7.0,5.0,4.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3,2,2,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,5,4,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,4,3.0,4.0,5.0,5.0,2.0,3.0,6.0,2.0,2.0,2,15,84,3,311,300,40.0,3.0,3,3601,13853,1244123,3,1,3,3,1,1962,1,0
12486,1244129_1,lv1,14,1,29,4,250,3,40.0,1,2,2,3,2,4,0,1,2,1,2,3,3,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1,2,1.0,2.0,2.0,2.0,3.0,4.0,1,2,2,4,3.0,4,2.0,2.0,2,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,20.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,2.0,7.0,7,1,7.0,7.0,7.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,1,4,4,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,4,4,5,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5,5,5,3.0,2,3,3,2.0,1.0,5.0,5.0,1.0,3.0,6.0,2.0,2.0,2,11,64,3,320,250,40.0,4.0,4,3601,13853,1244129,1,1,1,1,1,1994,2,0
12487,1244135_1,lv1,14,1,59,34,350,4,40.0,1,2,5,6,2,4,0,1,2,1,2,4,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2,3,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2,3,3.0,3,2.0,1.0,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,20.0,0.0,0.0,0.0,0.0,2,2,2.0,2.0,4.0,4,2.0,7.0,3,2,7.0,7.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2,1,2,4,4,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,4,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,2,3,3,2.0,2.0,5.0,5.0,3.0,3.0,6.0,1.0,1.0,2,15,84,3,311,350,40.0,4.0,4,3601,13853,1244135,1,1,3,2,1,1964,2,0
12488,1244136_2,lv1,14,2,46,5,250,3,45.0,1,2,4,4,2,7,0,2,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,7.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2,1,2.0,2.0,1.0,2.0,2.0,2.0,1,2,5,3,4.0,3,3.0,2.0,3,2,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,20.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,6.0,6,1,7.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2,3,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,45.0,2.0,4,4,3,4,4,2.0,0.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5,5,5,3.0,2,3,3,2.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,2,8,49,3,313,250,45.0,7.0,7,3601,13853,1244136,2,1,4,2,1,1977,2,0
12489,1244153_1,lv1,14,1,46,10,300,4,50.0,1,2,4,5,2,7,0,2,2,1,2,4,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1,7.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2,1,2.0,2.0,1.0,2.0,3.0,2.0,3,2,5,2,2.0,3,2.0,3.0,2,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,4.0,3,6,5.0,4.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3,1,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1,50.0,2.0,3,2,3,4,4,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5,5,5,3.0,2,3,3,3.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,2,3,31,8,842,300,50.0,7.0,7,3601,13853,1244153,1,1,3,1,1,1977,2,0
12490,1244163_1,lv1,14,1,34,5,250,3,40.0,1,2,3,4,2,1,0,1,2,2,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2,2,1.0,2.0,2.0,2.0,3.0,2.0,3,2,5,3,2.0,3,2.0,1.0,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,2.0,6.0,6,3,6.0,5.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2,1,2,4,4,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,5,4,4,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5,5,5,3.0,2,3,3,2.0,2.0,4.0,5.0,1.0,4.0,6.0,1.0,1.0,2,19,94,3,312,250,40.0,3.0,3,3601,13853,1244163,1,1,4,1,1,1989,2,0
12491,1244173_1,lv1,14,2,45,10,350,4,50.0,1,2,4,5,2,10,0,3,2,1,1,4,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,10.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,1,2.0,1.0,2.0,2.0,2.0,1.0,2,3,2,3,3.0,3,2.0,2.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,5.0,3,4,7.0,5.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4,4,4,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,50.0,2.0,4,4,5,4,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5,5,5,4.0,4,3,4,3.0,1.0,5.0,5.0,2.0,3.0,4.0,1.0,1.0,2,3,31,7,743,350,50.0,10.0,10,3601,13854,1244173,1,1,2,2,2,1978,2,0
12492,1244180_1,lv1,14,2,58,5,130,2,30.0,1,2,5,4,1,4,0,1,2,1,2,2,6,1,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2,2,1.0,2.0,2.0,2.0,1.0,2.0,2,2,3,2,3.0,3,1.0,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,7.0,2,7,3.0,4.0,5.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3,3,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1,30.0,2.0,4,4,4,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,4.0,3,4,4,3.0,1.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,2,17,87,4,421,130,30.0,4.0,4,3601,13854,1244180,1,1,1,1,2,1965,2,0
12493,1244182_3,lv1,14,2,27,3,230,3,40.0,1,2,2,3,2,9,0,3,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1,9.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2,1,2.0,2.0,1.0,2.0,1.0,2.0,2,2,2,3,3.0,3,2.0,1.0,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,7.0,5,1,7.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3,3,2,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,4,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,4,3,3,3.0,4.0,5.0,5.0,2.0,3.0,6.0,2.0,2.0,2,15,84,3,311,230,40.0,9.0,9,3601,13854,1244182,3,1,3,3,1,1962,2,0
12494,1244242_1,lv1,14,2,49,2,180,2,40.0,1,1,4,2,2,1,0,1,2,1,2,2,3,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,1,2.0,2.0,2.0,1.0,2.0,1.0,2,2,2,2,3.0,3,2.0,1.0,2,2,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,20.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,4,3.0,7.0,1,5,7.0,6.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2,2,3,3,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,5,4,5,4,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,3,2,3,3.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,2,7,47,5,521,180,40.0,2.0,2,3602,13855,1244242,1,1,1,1,2,1974,2,0
